screen_name,message,created_at,tweet_id,tfidf_kw1,tfidf_kw2,tfidf_kw3,tfidf_kw4,tfidf_kw5,keybert_kw1,keybert_kw2,keybert_kw3,keybert_kw4,keybert_kw5
reprichhudson,RT @NAPBS: NAPBS' North Carolina delegation met with @RepRichHudson at #NAPBS19 #AdvocacyDay to talk issues impacting the screening industr…,Wed Mar 27 21:11:16 +0000 2019,1111012835730046976,carolina delegation,north carolina,impacting,issues,met,carolina delegation,delegation met,impacting screening,met napbs19,napbs north
reprichhudson,RT @3rdSFGroup: Staring down the weekend like... https://t.co/ryW3zcigCv,Wed Mar 27 14:48:00 +0000 2019,1110916386119913474,like,weekend,,,,staring weekend,weekend like,,,
reprichhudson,RT @SteveScalise: 🚨🚨 BREAKING → I’ll be filing a discharge petition on @RepAnnWagner's Born Alive bill on April 2nd. This petition will byp…,Tue Mar 26 18:26:32 +0000 2019,1110608992773066752,born alive,discharge petition,april,,,april petition,born alive,discharge petition,petition byp,s born
reprichhudson,"@JWAmpsOnly @GOP Huh 🤔? I think you have me mistaken for someone else. I didn't say that... I continue to work to get things done in a bipartisan way. And I'm certainly not playing ""tit for tat"" with the GOP... I'm a Republican. 

Here's the original article: https://t.co/jb5En8oCmP",Tue Mar 26 18:23:20 +0000 2019,1110608185226944512,bipartisan way,continue work,article,gop,here's,continue work,i'm certainly,mistaken didn't,republican here's,tit tat
reprichhudson,@sclaytonjr I'm a cosponsor of this important bill and will be signing @SteveScalise's discharge petition. You can count on me to support measures that protect innocent life!,Tue Mar 26 15:55:24 +0000 2019,1110570956613918721,discharge petition,important signing,protect innocent,cosponsor,count,discharge petition,i'm cosponsor,measures protect,s discharge,signing s
reprichhudson,RT @WhiteHouse: President Trump and Prime Minister Netanyahu Deliver Remarks https://t.co/aV37ekZr9K,Mon Mar 25 16:58:39 +0000 2019,1110224488648658946,president trump,deliver,remarks,,,deliver remarks,minister netanyahu,netanyahu deliver,president trump,prime minister
reprichhudson,"Democrats should move on from this false narrative, quit playing politics and attacking President @realDonaldTrump, and work with Republicans on the real issues facing our country.",Mon Mar 25 14:48:21 +0000 2019,1110191697269534721,issues facing,country,democrats,false,playing,attacking president,democrats false,facing country,narrative quit,playing politics
reprichhudson,The only obstruction we’ve seen is Democrats trying to delegitimize President @realDonaldTrump and block his agenda.,Mon Mar 25 14:47:58 +0000 2019,1110191601601654785,democrats trying,ve seen,agenda,obstruction,president,block agenda,delegitimize president,democrats trying,president block,seen democrats
reprichhudson,"After 675 days and at the expense of hardworking taxpayers, the special counsel investigation found: No collusion. No coordination. No obstruction. Case closed.",Mon Mar 25 14:47:44 +0000 2019,1110191543028203520,special counsel,case,closed,coordination,hardworking,coordination obstruction,investigation collusion,obstruction case,taxpayers special,closed
reprichhudson,RT @RachaelKilp: @cal_19 and I would like to thank @RepRichHudson for taking time out of his day to speak with us about military housing. W…,Mon Mar 25 02:08:49 +0000 2019,1110000554435112961,housing,like,military,speak,taking,housing w,military housing,speak military,thank taking,like
reprichhudson,"RT @ashleypagephoto: Yesterday, I met with @RepRichHudson to discuss our Ft. Bragg housing issue. Listening to the other family share their…",Mon Mar 25 02:08:28 +0000 2019,1110000463833956352,ft bragg,discuss,family,housing,issue,bragg housing,discuss ft,ft bragg,housing issue,issue listening
reprichhudson,"After a great week on the road from Salisbury to Fayetteville and everywhere in between, it was a home run weekend in Concord with Lane! Future @WoodpeckersNC? https://t.co/MSdjaIE9Bi",Sun Mar 24 22:42:11 +0000 2019,1109948552728449024,concord,fayetteville,future,great,home,fayetteville home,home run,lane future,run weekend,weekend concord
reprichhudson,Renee and I are devastated by the deaths of SFC Will Lindsay and SPC Joseph Collette. We send our condolences and prayers to their families and friends and will continue to pray for the safety of their fellow men and women in uniform. https://t.co/Dj1MGVldov,Sat Mar 23 22:59:23 +0000 2019,1109590493497880576,condolences prayers,continue pray,families friends,men women,pray safety,collette send,condolences prayers,fellow men,friends continue,women uniform
reprichhudson,"RT @SheenaElzie: Fort Bragg remembers 24 killed, hundreds injured in Green Ramp Disaster 25 years ago https://t.co/1NoP3dgFds",Sat Mar 23 13:21:58 +0000 2019,1109445182011912193,fort bragg,ago,disaster,green,hundreds,bragg remembers,fort bragg,hundreds injured,injured green,killed hundreds
reprichhudson,Thank you and the other families for meeting with me today. The housing situation at Ft Bragg is a disgrace. I’m working with @SenThomTillis and the Army to make it right. https://t.co/SGPhp6iBeV,Fri Mar 22 21:17:50 +0000 2019,1109202548559433728,ft bragg,army,families,housing,meeting,bragg disgrace,housing situation,m working,thank families,right
reprichhudson,Wishing a happy birthday to #NCNG! Thank you to all of our neighbors who serve the Tar Heel state! 👣 https://t.co/VmkAlY8HFT,Fri Mar 22 18:01:45 +0000 2019,1109153205278130176,happy birthday,neighbors,serve,state,thank,birthday ncng,happy birthday,heel state,ncng thank,neighbors serve
reprichhudson,"I wrote the bill to rename the Spring Lake post office after Howard B. Pate, Jr., a #WWII veteran &amp; Spring Lake’s late historian &amp; former postmaster. As anyone will tell you with a smile, Mr. Pate was a pillar of the community &amp; a cherished friend. https://t.co/bOpGJK9WtR",Fri Mar 22 17:54:47 +0000 2019,1109151452528869377,spring lake,community,friend,howard,late,b pate,community cherished,historian postmaster,rename spring,tell smile
reprichhudson,TUNE IN: I’m joining Goldy on Good Morning Fayetteville @640amWFNC at 7:10 AM. Hope you can join us. https://t.co/qCP7O8Frg2,Fri Mar 22 09:42:31 +0000 2019,1109027565862375425,goldy good,good morning,hope join,joining goldy,m joining,fayetteville hope,goldy good,good morning,hope join,joining goldy
reprichhudson,I always look forward to @BGClubCab’s annual Pancake Day. It’s a great event for an even better cause! 🥞 https://t.co/7CRzIn9hzN,Thu Mar 21 19:57:19 +0000 2019,1108819898535460866,look forward,annual,better,cause,event,event better,forward s,great event,look forward,s annual
reprichhudson,"Renee &amp; I are saddened by the tragic death of SFC Ethan Carpenter. SFC Carpenter is the definition of an American patriot, and we are forever grateful for his life of service. We send our heartfelt condolences and prayers to his family and friends. 

https://t.co/EX4RZUZPme",Thu Mar 21 15:04:00 +0000 2019,1108746082547363840,condolences prayers,family friends,forever grateful,heartfelt condolences,life service,definition american,patriot forever,prayers family,renee saddened,service send
reprichhudson,Farmers and their families are a huge part of what makes North Carolina so great. Today we celebrate and thank them! #NCAgDay https://t.co/JsX5CjexDb,Wed Mar 20 19:09:56 +0000 2019,1108445588637581314,north carolina,celebrate,families,farmers,great,carolina great,farmers families,huge makes,makes north,north carolina
reprichhudson,Cannot watch this without choking up. Such a great sacrifice made every day by our incredible military families... https://t.co/rajalr0Vja,Wed Mar 20 01:54:10 +0000 2019,1108184928636817411,military families,great,incredible,sacrifice,,choking great,great sacrifice,incredible military,military families,
reprichhudson,A new poll found that 71% of Americans believe our economy is in good shape. That’s the highest approval for the U.S. economy since February 2001! https://t.co/cI4XJ7R3PI,Tue Mar 19 15:35:12 +0000 2019,1108029160868454400,s economy,s highest,u s,americans,approval,americans believe,believe economy,good shape,poll americans,s highest
reprichhudson,"""The strong job market is already pushing up wages more quickly, with hourly wages rising in February at the fastest pace in nine years.""

https://t.co/AtzqgkxT5S",Mon Mar 18 18:28:31 +0000 2019,1107710387967922183,fastest pace,february,hourly,job,market,job market,market pushing,pushing wages,rising february,strong job
reprichhudson,Today is a special day – Congressman Howard Coble's birthday! Howard was a proud son of Greensboro who served with integrity &amp; kindness. He never met a stranger &amp; set the standard for top-notch constituent service. I know there's a big celebration in heaven today! https://t.co/bhfzp1UZjg,Mon Mar 18 14:48:16 +0000 2019,1107654962211966977,big,birthday,celebration,congressman,constituent,celebration heaven,howard coble's,integrity kindness,met stranger,service know
reprichhudson,RT @Panthers: Happy St. Patrick’s Day 🍀 https://t.co/ALqmnkXNj5,Mon Mar 18 00:10:51 +0000 2019,1107434152884871168,happy,,,,,happy st,patrick s,st patrick,,
reprichhudson,"It’s a privilege to nominate students to the service academies &amp; I enjoyed meeting with some this weekend. I applaud these students for their dedication to serving our country, receiving a quality education, &amp; joining the honorable ranks of the greatest military in the world. https://t.co/7zRr4VVOI0",Sun Mar 17 16:38:43 +0000 2019,1107320369021624332,country receiving,dedication serving,education joining,enjoyed meeting,honorable ranks,applaud students,country receiving,enjoyed meeting,privilege nominate,quality education
reprichhudson,RT @49ersRugby: ⁦@49ersRugby⁩ win the opening ⁦@SoconRugby⁩ tournament with a well fought 26-14 win over Furman. #onemore #nosuchthingas...…,Sun Mar 17 13:58:57 +0000 2019,1107280161328775170,opening,win,,,,furman onemore,onemore nosuchthingas,opening tournament,tournament fought,win furman
reprichhudson,"RT @Franklin_Graham: “Let the words of my mouth and the meditation of my heart be acceptable in your sight, O Lord, my rock and my redeemer…",Sun Mar 17 13:28:38 +0000 2019,1107272530723852288,heart,let,lord,words,,acceptable sight,heart acceptable,let words,lord rock,meditation heart
reprichhudson,"Glad to see the admin is committed to bringing Iranian crude oil exports to 0. Once these expire, the U.S. shouldn’t grant any more waivers that allow Iran oil sales. We must continue to be aggressive against the world’s #1 state sponsor of terrorism. 

https://t.co/uVOcrv3Udq",Sat Mar 16 21:12:23 +0000 2019,1107026851854237699,u s,world s,admin,allow,bringing,committed bringing,continue aggressive,exports expire,glad admin,iran oil
reprichhudson,Happy 100th Birthday to the @AmericanLegion! Thank you for your tireless efforts advocating for our veterans and supporting military families. https://t.co/K7yKM25YeJ,Fri Mar 15 18:05:17 +0000 2019,1106617377674936320,birthday thank,happy birthday,military families,advocating,efforts,birthday thank,thank tireless,veterans supporting,advocating,efforts
reprichhudson,"Calling all #NC08 high school students 👩‍🎨👨‍🎨🎨

https://t.co/UtA3cHfprA",Fri Mar 15 14:48:08 +0000 2019,1106567765253599232,high school,school students,calling,nc08,,calling nc08,high school,nc08 high,school students,
reprichhudson,"America mourns with New Zealand today and we strongly condemn all hatred, evil and terrorism. Renee and I send our deepest condolences and prayers to the families of the 49 innocent worshipers and the Christchurch community. https://t.co/HM0S2ZELGG",Fri Mar 15 13:31:08 +0000 2019,1106548386302476289,condolences prayers,deepest condolences,prayers families,renee send,send deepest,america mourns,christchurch community,innocent worshipers,prayers families,renee send
reprichhudson,RT @HunterandAngler: Congressional Sportsmen’s Caucus Co-Chair @RepVeasey praises signing of the #LandsPackage2019 today with his colleague…,Fri Mar 15 04:44:44 +0000 2019,1106415911337189384,caucus co-chair,congressional,signing,,,co-chair praises,congressional sportsmen,praises signing,signing landspackage2019,caucus
reprichhudson,Enjoyed meeting with constituents with Southern Cotton Growers and talking about issues farmers are facing - including our work to improve hurricane recovery resources for our state. #NC08 #AgDay19 #AgDay 👩‍🌾👨‍🌾 https://t.co/ckEe4iF6RX,Thu Mar 14 19:58:48 +0000 2019,1106283557180395520,constituents southern,enjoyed meeting,meeting constituents,recovery resources,work improve,cotton growers,facing including,improve hurricane,issues farmers,meeting constituents
reprichhudson,"I sympathize with the victims of Sandy Hook &amp; their families, &amp; I have worked hard to combat gun violence &amp; improve mental health. However, this court ruling is nonsense. These judges are completely disregarding existing law &amp; showcasing partisan judicial activism at its worst. https://t.co/vCAvEXPOGR",Thu Mar 14 17:56:12 +0000 2019,1106252705947893765,combat gun,gun violence,improve mental,mental health,violence improve,combat gun,disregarding existing,improve mental,judicial activism,nonsense judges
reprichhudson,"On National Agriculture Day we recognize the tremendous impact America’s agriculture community has on our daily lives. Thank you to #NC08's farmers and producers for your hard work to provide for your families, our nation and the world. #AgDay19 https://t.co/n7K3RcjvIM",Thu Mar 14 14:16:28 +0000 2019,1106197404737564673,america s,hard work,tremendous impact,work provide,agday19,community daily,hard work,impact america,provide families,recognize tremendous
reprichhudson,RT @HouseCommerce: 1️⃣1️⃣Republican Committee Leaders push @SpeakerPelosi and @HouseDemocrats for hearings on #GreenNewDeal &gt;&gt; https://t.co…,Thu Mar 14 13:41:08 +0000 2019,1106188514788589570,committee,leaders,push,republican,,committee leaders,hearings greennewdeal,leaders push,push hearings,republican committee
reprichhudson,"RT @WaysandMeansGOP: Who's seeing the most benefit from huge wage growth after #TaxCuts? 
Low-income Americans who need it the most. 

Hour…",Thu Mar 14 13:33:41 +0000 2019,1106186638147964928,wage growth,americans,benefit,hour,huge,americans need,benefit huge,growth taxcuts,huge wage,low-income americans
reprichhudson,"Yet another example – right here in our backyard – of why we must secure our border. We have to stop this dangerous flow of drugs and crime into our community. I applaud the work of local authorities in apprehending this criminal. #SecureTheBorder

https://t.co/R6WzyoFN48",Wed Mar 13 19:33:08 +0000 2019,1105914712070504448,border stop,dangerous flow,flow drugs,secure border,stop dangerous,authorities apprehending,community applaud,criminal securetheborder,drugs crime,example right
reprichhudson,Another productive meeting today with Mayor @ViLyles and @CLTgov. 👑🏙️ https://t.co/rAFVw7jp9m,Wed Mar 13 19:10:13 +0000 2019,1105908944176889856,mayor,meeting,productive,,,productive meeting,mayor,,,
reprichhudson,RT @CCE_NC: Great meeting with @RepRichHudson during the @CRESforum fly-in. We had productive conversations on #renewableenergy in NC and i…,Wed Mar 13 18:33:21 +0000 2019,1105899665344610307,great,meeting,productive,,,conversations renewableenergy,fly-in productive,great meeting,meeting fly-in,productive conversations
reprichhudson,RT @HospiceAction: Thank you @RepRichHudson for signing on to #PCHETA to expand palliative care education and access! https://t.co/Sfk8Uty5…,Wed Mar 13 16:04:55 +0000 2019,1105862312832000001,access,care,education,expand,signing,care education,education access,expand palliative,palliative care,pcheta expand
reprichhudson,"I enjoyed meeting with @Kannapolis Mayor Darrell Hinnant, City Manager Mike Legg, City Attorney Wally Safrit and Council Members Tom Kincaid, Van Rowell, and Ryan Dayvault. Great discussion on the downtown revitalization project and future opportunities for our community! https://t.co/MjPBNYETcd",Wed Mar 13 14:21:45 +0000 2019,1105836348596998148,enjoyed meeting,great discussion,attorney,city,community,attorney wally,darrell hinnant,dayvault great,discussion downtown,legg city
reprichhudson,"FACT CHECK: with the most significant federal action against a drug crisis in history, we worked to get more resources to our communities. Also included were 3 of my bipartisan bills that focus on the safe packaging &amp; disposal of unused opioids. 

https://t.co/GzxPiMWbuc https://t.co/oXNUrmNJWY",Tue Mar 12 18:45:42 +0000 2019,1105540384619405312,action drug,bills focus,bipartisan bills,crisis history,disposal unused,action drug,bipartisan bills,check significant,crisis history,focus safe
reprichhudson,"Oops! @AOC gets 3 Pinocchios for her claims on @POTUS @realdonaldtrump’s and our @HouseCommerce work to combat the opioid crisis. 🤥🤥🤥

https://t.co/n28fEcrDjK https://t.co/Vwz0ld22en",Tue Mar 12 18:43:53 +0000 2019,1105539927641653248,combat opioid,opioid crisis,work combat,claims,,combat opioid,oops gets,opioid crisis,pinocchios claims,work combat
reprichhudson,My favorite meeting so far today... a great group of students from @GrayStoneDay School. #NC08 #NCpol #GoKnights @GSKnights https://t.co/d7DQIXivJk,Tue Mar 12 14:36:09 +0000 2019,1105477584740073472,group students,nc08 ncpol,far,favorite,great,favorite meeting,great group,meeting far,nc08 ncpol,students school
reprichhudson,"Did you know Nancy Pelosi wants to use your hard-earned tax dollars to pay for her re-election campaign? 

https://t.co/3zUyPGUH4n https://t.co/jo5lLzcTIX",Mon Mar 11 20:31:59 +0000 2019,1105204744182734850,did know,nancy pelosi,tax dollars,campaign,hard-earned,did know,hard-earned tax,know nancy,nancy pelosi,pay re-election
reprichhudson,"Today we celebrate the incredible accomplishments and leadership of women, and we reaffirm our commitment to create equal opportunity for women and girls everywhere. https://t.co/tBmsnoauTB",Sat Mar 09 01:44:24 +0000 2019,1104196203414253570,accomplishments,celebrate,commitment,incredible,leadership,accomplishments leadership,celebrate incredible,create equal,leadership women,women reaffirm
reprichhudson,"Defying all common sense, HR 1 would use your tax $ to bankroll campaigns for politicians you don't support &amp; fundamentally disagree with. It would also weaken our election system and make voter fraud easier. It’s not just irresponsible – it’s outrageous.

https://t.co/5JuQ0MtJB0",Fri Mar 08 16:55:38 +0000 2019,1104063132920631299,campaigns politicians,common sense,don't support,fundamentally disagree,politicians don't,campaigns politicians,defying common,don't support,fraud easier,fundamentally disagree
reprichhudson,"RT @WhiteHouse: Happy International Women's Day—a celebration of the vision, leadership, and courage of women all over the world! #IWD http…",Fri Mar 08 15:43:42 +0000 2019,1104045032162631680,celebration,happy,international,leadership,vision,happy international,international women's,vision leadership,celebration,courage
reprichhudson,"RT @RepMarkWalker: Do you like campaign ads? Well, #HR1 will take your money and give it to politicians so they can run TV ads. That’s #For…",Fri Mar 08 13:10:32 +0000 2019,1104006485917532160,campaign,hr1,like,money,politicians,ads hr1,ads s,campaign ads,hr1 money,like campaign
reprichhudson,"Giving a tour of the @uscapitol to @ALBrownHS students... but first, #selfie 🤳

 #NC08 #ncpol #GoWonders #WonderNation https://t.co/MXXULq20VT",Thu Mar 07 21:58:10 +0000 2019,1103776883207032833,nc08 ncpol,giving,students,tour,wondernation,gowonders wondernation,ncpol gowonders,selfie nc08,students selfie,tour students
reprichhudson,"""The great American jobs machine is still roaring.""

https://t.co/du2tdYvAsI",Thu Mar 07 19:12:19 +0000 2019,1103735143532036097,american jobs,great american,,,,american jobs,great american,jobs machine,machine roaring,
reprichhudson,"If the Democrats' H.R. 1 became law, your tax dollars would fund campaigns for politicians you don't support and fundamentally disagree with - costing billions of $ each year. https://t.co/OSslaUYSQe",Thu Mar 07 17:31:24 +0000 2019,1103709749382729733,campaigns politicians,democrats h,dollars fund,don't support,fundamentally disagree,campaigns politicians,disagree costing,don't support,fundamentally disagree,h r
reprichhudson,RT @SteveScalise: Sounds like an emergency. https://t.co/QXBiv15FLZ,Thu Mar 07 17:24:59 +0000 2019,1103708134156238850,emergency,like,,,,like emergency,sounds like,,,
reprichhudson,"If the Democrats' H.R. 1 became law, your tax dollars would bankroll politicians you don't support and fundamentally disagree with. With approximately $4.3 million allowed per candidate, this could cost billions of dollars each year. How is that ""for the people""? https://t.co/d3qRvHXeE6",Wed Mar 06 21:51:40 +0000 2019,1103412858984022017,billions dollars,democrats h,don't support,fundamentally disagree,h r,bankroll politicians,cost billions,disagree approximately,don't support,h r
reprichhudson,"Defying all logic &amp; common sense, House Democrats are trying to pass a bill that would use your tax dollars to fund political campaigns.

Can you imagine? It would make you foot the bill – for billions of $$ – to every congressional &amp; presidential candidate. #NOTforthePeopleAct https://t.co/3zhcuquBl9",Wed Mar 06 18:55:04 +0000 2019,1103368415979470849,common sense,democrats trying,dollars fund,house democrats,tax dollars,candidate notforthepeopleact,defying logic,democrats trying,fund political,sense house
reprichhudson,RT @RepAdams: Get ready for #HBCUSTEAM Day of Action! The @HBCUCaucus is bringing our #HBCUs to the Capitol for a collective day of advocac…,Wed Mar 06 15:56:19 +0000 2019,1103323430047440896,action,bringing,capitol,ready,,action bringing,bringing hbcus,hbcus capitol,ready hbcusteam,advocac
reprichhudson,The best part of my day is meeting with constituents. Here are a few photos from yesterday’s meetings! #NC08 #ncpol https://t.co/EamRV3XZHJ,Wed Mar 06 15:09:49 +0000 2019,1103311730028044288,meeting constituents,nc08 ncpol,yesterday s,best,photos,constituents photos,meeting constituents,meetings nc08,nc08 ncpol,photos yesterday
reprichhudson,RT @GOPLeader: When even the ACLU opposes Nancy Pelosi’s election bill for unconstitutionally limiting free speech…that’s when you know Dem…,Wed Mar 06 14:29:16 +0000 2019,1103301524376178690,nancy pelosi,election,free,know,speech,aclu opposes,election unconstitutionally,free speech,know dem,limiting free
reprichhudson,"If you are a service member or veteran in crisis or you’re concerned about one, there are specially trained responders ready to help you 24/7. 

📞1-800-273-8255 &amp; press 1 to talk to someone
📱Send a text to 838255 to connect with a VA responder
🖥️Visit https://t.co/wfYoss0MzO",Tue Mar 05 20:34:13 +0000 2019,1103030978535215106,crisis concerned,member veteran,ready help,service member,veteran crisis,crisis concerned,help press,service member,specially trained,text connect
reprichhudson,"I applaud @POTUS @realDonaldTrump for his leadership and action to address the tragedy of veteran suicide. I’ll continue to work with him to improve mental health services and care for our veterans and their families. #PREVENTS 

https://t.co/XreifzfB2V",Tue Mar 05 20:26:57 +0000 2019,1103029149558550529,address tragedy,care veterans,continue work,health services,improve mental,action address,applaud leadership,families prevents,health services,improve mental
reprichhudson,"RT @realDonaldTrump: Just a few moments ago, I signed an EO addressing one of our nation’s most heartbreaking tragedies: VETERANS SUICIDE.…",Tue Mar 05 20:17:37 +0000 2019,1103026804065996811,nation s,addressing,ago,heartbreaking,just,ago signed,eo addressing,heartbreaking tragedies,just moments,nation s
reprichhudson,"For all our friends on the coast: “Total snow accumulations of up to one inch are expected, with locally higher amounts to around 2 inches possible,” said an NWS statement. “Plan on slippery road conditions, including during the morning commute.”

https://t.co/aCP8wlroNK",Tue Mar 05 13:57:18 +0000 2019,1102931091160289280,road conditions,coast,expected,friends,higher,expected locally,friends coast,higher amounts,inch expected,morning commute
reprichhudson,"""It’s clearer than ever that business investment has rescued the U.S. economy by shifting into a higher gear. Tax reform and deregulation, take a bow.""

https://t.co/aphwLKz4SD",Fri Mar 01 16:02:26 +0000 2019,1101513032038006784,reform deregulation,s economy,tax reform,u s,business,business investment,deregulation bow,economy shifting,higher gear,rescued u
reprichhudson,"RT @SteveScalise: A new low for Democrats → By voting to make it harder for domestic violence victims to protect themselves from abusers, D…",Thu Feb 28 22:40:34 +0000 2019,1101250839220490240,low democrats,new low,protect,victims,violence,democrats voting,domestic violence,harder domestic,low democrats,new low
reprichhudson,"Proud to be your Congressman, @DiamondandSilk 👏👏👏👏👏 https://t.co/BiDgcXCtu1",Thu Feb 28 21:54:18 +0000 2019,1101239193060233219,congressman,proud,,,,proud congressman,,,,
reprichhudson,"RT @DailySignal: .@RepRichHudson: #HR8 ""would do nothing to stop school shootings or mass shootings... it hurts the most vulnerable among u…",Thu Feb 28 21:27:45 +0000 2019,1101232512670552065,stop school,hr8,mass,vulnerable,,hr8 stop,hurts vulnerable,school shootings,shootings hurts,shootings mass
reprichhudson,Inspired by @KyleKashuv and his incredible work to advocate for school safety and the Second Amendment. What a great American! 🇺🇸 #CPAC2019 #WhatMakesAmericaGreat #2A https://t.co/6JhwEZvGMl,Thu Feb 28 20:38:40 +0000 2019,1101220159908470784,cpac2019 whatmakesamericagreat,great american,second amendment,advocate,incredible,advocate school,cpac2019 whatmakesamericagreat,great american,inspired incredible,school safety
reprichhudson,RT @CPAC: .@RepRichHudson shares his thoughts on #HR8. #CPAC2019 #WhatMakesAmericaGreat https://t.co/XcBGZDA5t5,Thu Feb 28 18:17:24 +0000 2019,1101184609197408256,cpac2019 whatmakesamericagreat,hr8,thoughts,,,cpac2019 whatmakesamericagreat,hr8 cpac2019,shares thoughts,thoughts hr8,
reprichhudson,"RT @CPAC: Watch @IanbWalters, @AntoniaOkafor, @KyleKashuv, @RepRichHudson LIVE at #CPAC2019 https://t.co/5J8NNPM7YN",Thu Feb 28 18:04:36 +0000 2019,1101181387430862848,cpac2019,,,,,cpac2019,,,,
reprichhudson,Backstage at @CPAC with @antonia_okafor about to speak on our efforts to protect the Second Amendment. #2A #SecondAmendment #CPAC #WhatMakesAmericaGreat #CPAC2019 #ConcealedCarry #HR38 https://t.co/lxT7uuJ9iI,Thu Feb 28 17:40:59 +0000 2019,1101175442957058049,efforts protect,protect second,second amendment,concealedcarry,cpac2019,amendment secondamendment,cpac2019 concealedcarry,efforts protect,protect second,secondamendment cpac
reprichhudson,"I'm excited to be speaking on a panel at @CPAC today at 12:40 PM abt my #ConcealedCarryReciprocity bill #HR38 &amp; my ongoing efforts to protect the #SecondAmendment &amp; our God-given rights. Can't make it? Watch it live at https://t.co/PlmyFqdxbM

#CPAC2019 #WhatMakesAmericaGreat #2A https://t.co/J94f5EyM8i",Thu Feb 28 14:53:35 +0000 2019,1101133317519360000,concealedcarryreciprocity hr38,cpac2019 whatmakesamericagreat,efforts protect,excited speaking,god-given rights,concealedcarryreciprocity hr38,cpac2019 whatmakesamericagreat,excited speaking,god-given rights,ongoing efforts
reprichhudson,"RT @KurtSchlichter: Tomorrow on the @hughhewitt show as I guest host once agin...

=&gt; @pnjaban 
==&gt; @dkahanerules 
===&gt; @RealSaavedra 
====…",Thu Feb 28 12:11:13 +0000 2019,1101092454684639232,guest,tomorrow,,,,guest host,host agin,tomorrow guest,,
reprichhudson,"📻 LISTEN LIVE: I’ll be joining @wbtradio with @BoThompsonWBT at 7:50 AM. 

https://t.co/xdFxFhoa32",Thu Feb 28 11:56:14 +0000 2019,1101088684722540544,ll joining,listen,,,,ll joining,listen,,,
reprichhudson,📻TUNE IN: I’ll be joining @WPTF with Donna at 6:40 AM https://t.co/1zJuVwtXJE,Thu Feb 28 11:27:22 +0000 2019,1101081420997496833,ll joining,tune ll,,,,joining donna,ll joining,tune ll,,
reprichhudson,"Can’t we come together in a bipartisan way and not just ""do something"" but do something that will actually make a difference? I’ll work with anyone to end gun violence while also protecting the rights of law-abiding citizens – and I reject the false dilemma that we can't do both. https://t.co/eRdtazsdr5",Wed Feb 27 21:16:49 +0000 2019,1100867371525423104,bipartisan way,citizens reject,come bipartisan,difference ll,dilemma can't,bipartisan way,dilemma can't,gun violence,just actually,ll work
reprichhudson,The proponents of gun control don’t want you to judge them based on outcomes; they want you to judge them based on intentions. #2A #SecondAmendment https://t.co/cjxYtKgdnG,Wed Feb 27 21:16:05 +0000 2019,1100867188922159109,based intentions,based outcomes,control don,don t,gun control,based intentions,based outcomes,control don,gun control,intentions secondamendment
reprichhudson,"Instead of working on common sense solutions that can actually help prevent tragedies—like supporting LEOs, ensuring laws are followed, &amp; improving mental health—House Democrats are targeting law-abiding citizens with #HR8. https://t.co/7rvjr13Mwb",Wed Feb 27 20:51:45 +0000 2019,1100861064386879497,actually help,common sense,ensuring laws,followed improving,health house,citizens hr8,common sense,democrats targeting,ensuring laws,followed improving
reprichhudson,"In their rush to ""do something,"" House Democrats ignore that House Republicans have done many things like strengthening the background check system; improving mental health care; and giving schools the tools they need to protect students. https://t.co/Vr7BnsO5QV",Wed Feb 27 20:50:35 +0000 2019,1100860770974396416,background check,care giving,check improving,democrats ignore,giving schools,background check,democrats ignore,house republicans,ignore house,mental health
reprichhudson,"RT @NRA: .@RepRichHudson, the author of H.R. 38 (Concealed Carry Reciprocity Bill), is a true champion of #2A. He is opposing #HR8 and #HR1…",Wed Feb 27 19:43:06 +0000 2019,1100843789067997185,carry reciprocity,concealed carry,h r,r concealed,champion,carry reciprocity,champion opposing,concealed carry,h r,hr8 hr1
reprichhudson,"Working with @POTUS, we've done many things to keep guns out of the hands of criminals—while still upholding the rights of law-abiding citizens and protecting the #SecondAmendment. https://t.co/BKVqvELwDr",Wed Feb 27 19:42:17 +0000 2019,1100843580858478592,law-abiding citizens,rights law-abiding,criminals,hands,protecting,criminals upholding,guns hands,law-abiding citizens,protecting secondamendment,rights law-abiding
reprichhudson,"The bill in @energycommerce #SubEnergy today was reintroduced with major changes—including a new title &amp; hundreds of million dollars of new spending for grants. While I appreciate &amp; respect the Chairman, I am disappointed @HouseCommerce Republicans were cut out of the process. https://t.co/8eawLlGBQO",Wed Feb 27 18:38:51 +0000 2019,1100827621204598785,appreciate,chairman,cut,disappointed,dollars,appreciate respect,chairman disappointed,changes including,cut process,dollars new
reprichhudson,"RT @RepRichHudson: So what is #HR8 actually going to do? It would have done nothing to prevent recent mass violence, but would restrict the…",Wed Feb 27 18:35:56 +0000 2019,1100826885368483846,actually going,going prevent,hr8 actually,mass violence,prevent recent,actually going,going prevent,hr8 actually,mass violence,prevent recent
reprichhudson,"I'm excited to be speaking on a panel at @CPAC on Thursday about my #ConcealedCarryReciprocity bill #HR38 and our ongoing efforts to protect the #SecondAmendment and our God-given rights.

#CPAC2019 #WhatMakesAmericaGreat  #2A https://t.co/XU9ZEIKU3f",Wed Feb 27 13:01:54 +0000 2019,1100742824943910912,concealedcarryreciprocity hr38,cpac2019 whatmakesamericagreat,efforts protect,excited speaking,god-given rights,god-given rights,hr38 ongoing,i'm excited,protect secondamendment,speaking panel
