screen_name,message,created_at,tweet_id,ollama_kw1,ollama_kw2,ollama_kw3,ollama_kw4,ollama_kw5
reprichhudson,"House Ds aren’t just abandoning decades of bipartisan tradition– they’re abandoning our troops &amp; their families. This is shameful. I urge my Democrat colleagues to stop politicizing our national defense, think of our troops, &amp; work with us to bring a bipartisan bill to the floor. https://t.co/BLGdf5NpNG",Fri Jul 12 19:20:23 +0000 2019,1149760435303800833,bipartisan tradition,national defense,,,
reprichhudson,"Today, @HouseCommerce Subcommittee on Health is working on several bipartisan bills on #surprisebilling, improving public health and reauthorizing health programs. https://t.co/1BBCatUfJJ",Thu Jul 11 17:12:29 +0000 2019,1149365859883900928,public health,health programs,bipartisan bills,reauthorizing health,
reprichhudson,"""NC lawmaker Hudson continues fight to help Fort Bragg soldier battling cancer""

@ABC11_WTVD: https://t.co/2WbHzxRmba",Thu Jul 11 15:55:16 +0000 2019,1149346427350528000,help Fort Bragg,Fort Bragg soldier,,,
reprichhudson,"We’re fortunate to have students like Bryson who work to better themselves while serving our community and helping those in need. I was thrilled to present Bryson @theaward Gold Medal for his great achievement.

From @indytribune: https://t.co/mTXKEQUsQh",Wed Jul 10 13:49:28 +0000 2019,1148952379854852096,Bryson,For his great achievement,Gold Medal,Serving our community,
reprichhudson,"Mr. Perot is admired here at Fort Bragg because of his tremendous humanitarian efforts &amp; support for our service members, veterans, POWs, &amp; their families. Renee &amp; I send our condolences to his family and pray they’ll find peace knowing Mr. Perot lived a full and selfless life.",Tue Jul 09 15:39:40 +0000 2019,1148617726237261824,fort bragg,humanitarian efforts,selfless life,,
reprichhudson,"I’m incredibly sad to hear about Ross Perot’s passing. Mr. Perot was an American entrepreneur, veteran and patriot who truly cared for those who wear America’s uniform.

https://t.co/saS1vDI73d",Tue Jul 09 15:38:59 +0000 2019,1148617554115616769,Mr. Perot,,,,
reprichhudson,"Great to join Up Front with @CabarrusMag to talk about our gratitude for America's men &amp; women in uniform. We also discussed several issues facing service members &amp; veterans &amp; our ongoing work to ensure they receive the support &amp; health care they deserve.

https://t.co/7wG2WjshbP",Mon Jul 08 16:57:16 +0000 2019,1148274865948024838,service members,veterans,health care,,
reprichhudson,"Happy #IndependenceDay! 

As we celebrate #FourthOfJuly, join me in praying for our service members, veterans and military families who dedicate their lives to defending our freedoms. https://t.co/q8VnibOtNh",Thu Jul 04 13:32:04 +0000 2019,1146773675779219456,Service Members,Veterans,Military Families,,
reprichhudson,"I was shocked &amp; saddened to hear that my friend Sam passed away. Renee &amp; I are praying for his wife Shannon &amp; their family in this difficult time. Sam has always been a respected leader in Concord, and I appreciate his years of service to our community.

https://t.co/vt7uIJbmE2",Mon Jul 01 19:19:59 +0000 2019,1145774064461635584,Sam passed away,,,,
reprichhudson,"In this week's newsletter, I discussed celebrating Fourth of July, saying thank you to America's men and women in uniform, and ensuring our service members and veterans have the resources and support they deserve. 

⬇️⬇️⬇️

https://t.co/RTQqXSfdnT",Mon Jul 01 15:42:24 +0000 2019,1145719308816912384,Fourth of July,America's men and women in uniform,service members and veterans,,
reprichhudson,"I always enjoy visiting with constituents, hearing what's on your mind and showing you the @uscapitol, but these two church groups were especially great! 🇺🇸 https://t.co/KlXXnboENz",Fri Jun 28 18:35:03 +0000 2019,1144675595546177536,visiting with constituents,church groups,what's on your mind,,
reprichhudson,Finally.. Pelosi allowed a vote &amp; the House passed the Senate’s bipartisan border &amp; humanitarian aid bill. But this bill isn’t perfect.. we must act to fix our broken immigration system &amp; stop human trafficking &amp; the flow of drugs &amp; illegal immigration across our southern border.,Thu Jun 27 21:46:34 +0000 2019,1144361404746665989,border humanitarian aid,broken immigration system,stop human trafficking,humanitarian aid bill,
reprichhudson,Proud 🇺🇸 https://t.co/VFYJI4rgVL,Thu Jun 27 19:59:15 +0000 2019,1144334394703908865,proud,,,,
reprichhudson,"We must do everything we can to help those who are suffering from invisible wounds. If you are a service member or veteran in crisis or you’re concerned about someone, visit https://t.co/O6PsBqvGJO or call 1-800-273-8255 &amp; press 1. #PTSDAwarenessDay",Thu Jun 27 18:01:11 +0000 2019,1144304682329870338,Invisible Wounds,Service Member,,,
reprichhudson,"Many people struggle with #PTSD – particularly our service members. We’ve passed laws to address the tragedy of veteran suicide &amp; improve mental health care, but our work isn't done. I'll continue to advocate for better treatment, better resources &amp; better care. #PTSDAwarenessDay https://t.co/xLO1xvfSzm",Thu Jun 27 17:58:53 +0000 2019,1144304106217050113,veteran suicide,better treatment,mental health care,,
reprichhudson,"Yesterday the Senate overwhelmingly passed a bipartisan border and humanitarian aid bill, 84-8. I’m joining my colleagues to call on @SpeakerPelosi to allow a vote on this bipartisan bill so we can send it to @POTUS today and begin to address the crisis at our southern border. https://t.co/6fYocSU8J9",Thu Jun 27 15:52:37 +0000 2019,1144272330790776834,bipartisan border and humanitarian aid bill,southern border,,,
reprichhudson,"My wife Renee &amp; I join our country in mourning the deaths of Green Beret Master Sgt. Michael B. Riley &amp; Sgt. James G. Johnston. They will always be remembered for their sacrifice. We send our sincere condolences to their families &amp; friends, &amp; we pray God brings them comfort. https://t.co/mHREBztuZC",Thu Jun 27 14:20:55 +0000 2019,1144249253512040449,Green Beret,Michael B. Riley,James G. Johnston,,
reprichhudson,"Thank you @ABCGovAffairs @ABCCarolinas for presenting me with the Merit Shop Eagle Award. Growing up &amp; working summers for my dad who owned a residential construction company, I gained a great appreciation for the construction industry &amp; know the positive impact on our community. https://t.co/sXpL2IckuF",Wed Jun 26 18:25:32 +0000 2019,1143948424242520064,Merit Shop Eagle Award,residential construction company,construction industry,,
reprichhudson,Good luck to my good friend and House GOP Whip @SteveScalise who is taking the field tonight as Team @GOP's leadoff batter! #CongressionalBaseballGame #GeauxScalise https://t.co/mneI0jvYoQ,Wed Jun 26 15:48:02 +0000 2019,1143908789046976514,,,,,
reprichhudson,"I’ve worked hard to restore coverage and benefits for our Blue Water Vietnam veterans, and I’m thrilled President @realDonaldTrump signed this bill into law.

https://t.co/4vYDeorEhz",Wed Jun 26 14:24:46 +0000 2019,1143887835193323522,Blue Water Vietnam,President signed,restore coverage,,
reprichhudson,"It was an honor to meet the 2019 Stars of Life from @MecklenburgEMS - Joshua, Cynthia and Justin.  I will continue to support all of our EMS professionals and the critical role they play in our health care system. #EMS #SupportEMS @amerambassoc https://t.co/krLJdZQF3K",Tue Jun 25 18:38:59 +0000 2019,1143589420030988289,Stars of Life,EMS professionals,Health care system,,
reprichhudson,"However, I urge a democratic &amp; peaceful resolution to the current tensions. I’ll continue to support #Georgia’s democratic institutions and the fundamental freedoms of the Georgian people.",Fri Jun 21 20:21:55 +0000 2019,1142165774112628737,democratic peaceful resolution,fundamental freedoms,,,
reprichhudson,"As a @HelsinkiComm member, I’m following events at the Georgian Parliament in Tbilisi. Given #Russia’s illegal occupation of sovereign Georgian territory, I get why emotions are high.",Fri Jun 21 20:21:41 +0000 2019,1142165716008951808,Georgian Parliament,Tbilisi,,,
reprichhudson,Great to meet you two today. Keep up to good work! https://t.co/yt7ikx8MnY,Fri Jun 21 15:34:23 +0000 2019,1142093412780392448,,,,,
reprichhudson,"This is a great win for religious liberty, and I'm proud to have been a part of the amicus brief led by @SteveScalise. The #PeaceCross will continue to stand – as it has for decades – to honor the brave Americans who made the ultimate sacrifice in #WWI. https://t.co/q466EmcRRD",Thu Jun 20 21:07:30 +0000 2019,1141814859010588672,religious liberty,PeaceCross,WWI,amicus brief,
reprichhudson,"As a member of @theaward board, I was honored to speak to the 2019 Gold Medalists and their families this afternoon. This incredible award encourages youth to be well rounded, civically engaged, and active citizens. 🥇 https://t.co/Nmfi31Gvhu",Thu Jun 20 19:27:37 +0000 2019,1141789720223133697,Gold Medalists,well rounded,civically engaged,active citizens,
reprichhudson,"Job training programs at @RCCCedu &amp; other community colleges are 1 of the greatest assets we have for job growth. I’ll continue to work to ensure students, community colleges, &amp; high schools have the access &amp; flexibility to implement these great programs.

https://t.co/U9pYxyEnqV",Thu Jun 20 15:02:48 +0000 2019,1141723075458850818,job training programs,community colleges,job growth,high schools,
reprichhudson,"Glad the House supported my amendment to increase funding to study &amp; tackle the root causes of school violence, including the effectiveness of grants authorized under the STOP School Violence Act. I want my son &amp; all of America’s children to feel safe in our schools. https://t.co/89Vm9q7PrU",Wed Jun 19 21:53:07 +0000 2019,1141463949470306304,STOP School Violence Act,school violence,root causes,grants authorized,
reprichhudson,"Great to meet with Annie and Grace, two constituents from Southern Pines, in between a committee hearing and votes. #NC08 #ncpol https://t.co/T4I06azogK",Wed Jun 19 18:01:33 +0000 2019,1141405674494185477,NC08,Southern Pines,NCPOL,,
reprichhudson,"⬇️ Please share ⬇️

The Cape Fear Valley Blood Donor Center says critical Type O blood could be depleted within days, and people are being urged to donate Type O Blood.

From @fayobserver: https://t.co/qwB8KSEWw2",Wed Jun 19 14:04:20 +0000 2019,1141345976415870976,Cape Fear Valley,Type O Blood,Blood Donor,,
reprichhudson,Being Lane’s Dad is the greatest blessing... Happy Father's Day to all the incredible dads out there! #FathersDay https://t.co/2aFzM1wzMt,Sun Jun 16 13:34:42 +0000 2019,1140251354042122240,Happy Father's Day,FathersDay,,,
reprichhudson,"Happy birthday, President @realDonaldTrump! 👍🏼 https://t.co/QcP9m2ejYR",Fri Jun 14 14:51:20 +0000 2019,1139545866367381504,happy birthday,,,,
reprichhudson,"As Vice-Chair of the @HelsinkiComm Ad Hoc Committee on Countering Terrorism, I’m holding today’s hearing to further explore Russia’s #counterterrorism policies and the implications for U.S. national security. https://t.co/lDIPzKO1fy",Wed Jun 12 15:40:35 +0000 2019,1138833480887033856,Ad Hoc Committee,Counterterrorism Policies,U.S. National Security,,
reprichhudson,Looking forward to chairing this important hearing today at 10:30 AM. Tune in here ⬇️⬇️⬇️ https://t.co/G36N42KEYF,Wed Jun 12 13:04:30 +0000 2019,1138794202890981376,tune in,,,,
